CONV_VALCH1 (N),CONV_VALCH2 (N),CONV_VALCH3 (N),TIMESTAMP (us)
-3.8068,-5.7120,-5.2588,3050000,
-4.0073,-5.7568,-5.3165,3055000,
-3.8040,-5.7422,-5.2679,3060000,
-3.7976,-5.7358,-5.2789,3065000,
-3.7509,-5.7367,-5.2908,3070000,
-3.7674,-5.7129,-5.2771,3075000,
-3.7930,-5.7477,-5.2634,3080000,
-3.7051,-5.7413,-5.3000,3085000,
-3.7482,-5.7367,-5.2634,3090000,
-3.7427,-5.7486,-5.2808,3095000,
-3.7839,-5.7394,-5.2863,3100000,
-4.0237,-5.7312,-5.3027,3105000,
-3.7527,-5.7458,-5.2826,3110000,
-3.7985,-5.7632,-5.2853,3115000,
-3.8031,-5.7596,-5.2982,3120000,
-3.8040,-5.7477,-5.2817,3125000,
-3.7720,-5.7477,-5.2936,3130000,
-3.7692,-5.7440,-5.3027,3135000,
-3.7747,-5.7486,-5.2936,3140000,
-3.8351,-5.7550,-5.2771,3145000,
-3.7793,-5.7486,-5.2945,3150000,
-4.0732,-5.7642,-5.2908,3155000,
-3.7830,-5.7339,-5.2634,3160000,
-3.8022,-5.7523,-5.2982,3165000,
-3.7784,-5.7449,-5.2826,3170000,
-3.8196,-5.7578,-5.2908,3175000,
-3.7500,-5.7440,-5.2808,3180000,
-3.7692,-5.7330,-5.2936,3185000,
-3.7720,-5.7596,-5.2945,3190000,
-3.7875,-5.7266,-5.2945,3195000,
-3.7637,-5.7550,-5.3091,3200000,
-4.0109,-5.7303,-5.2991,3205000,
-3.8251,-5.7285,-5.2753,3210000,
-3.7711,-5.7568,-5.2917,3215000,
-3.7573,-5.7248,-5.2936,3220000,
-3.8068,-5.7394,-5.2707,3225000,
-3.7747,-5.7349,-5.2835,3230000,
-3.7939,-5.7431,-5.2863,3235000,
-3.7564,-5.7449,-5.2808,3240000,
-3.7445,-5.7138,-5.2927,3245000,
-3.7317,-5.7477,-5.2817,3250000,
-4.0503,-5.7458,-5.2899,3255000,
-3.8049,-5.7587,-5.2908,3260000,
-3.7994,-5.7385,-5.3009,3265000,
-3.8022,-5.7532,-5.2826,3270000,
-3.8058,-5.7486,-5.2972,3275000,
-3.8141,-5.7578,-5.2890,3280000,
-3.7372,-5.7587,-5.2982,3285000,
-3.7701,-5.7550,-5.2899,3290000,
-3.8004,-5.7632,-5.2881,3295000,
-3.8086,-5.7596,-5.2972,3300000,
-4.0512,-5.7687,-5.2689,3305000,
-3.7985,-5.7578,-5.2927,3310000,
-3.7994,-5.7532,-5.2917,3315000,
-3.8196,-5.7477,-5.2881,3320000,
-3.7555,-5.7513,-5.2908,3325000,
-3.7958,-5.7578,-5.2808,3330000,
-3.7894,-5.7294,-5.2789,3335000,
-3.8004,-5.7120,-5.2844,3340000,
-3.8077,-5.7367,-5.2798,3345000,
-3.7500,-5.7193,-5.2744,3350000,
-4.0247,-5.7230,-5.2808,3355000,
-3.7317,-5.7257,-5.2780,3360000,
-3.7537,-5.7413,-5.2826,3365000,
-3.7857,-5.7193,-5.2917,3370000,
-3.7766,-5.7147,-5.2817,3375000,
-3.7701,-5.7220,-5.2826,3380000,
-3.7674,-5.7239,-5.2798,3385000,
-3.7967,-5.7477,-5.2899,3390000,
-3.7912,-5.7449,-5.2972,3395000,
-3.7839,-5.7349,-5.3027,3400000,
-4.0356,-5.7285,-5.2890,3405000,
-3.7903,-5.7431,-5.3000,3410000,
-3.7921,-5.7495,-5.2863,3415000,
-3.7967,-5.7495,-5.2963,3420000,
-3.7875,-5.7578,-5.2890,3425000,
-3.7518,-5.7669,-5.2798,3430000,
-3.8068,-5.7697,-5.3018,3435000,
-3.8031,-5.7596,-5.3018,3440000,
-3.7747,-5.7596,-5.3046,3445000,
-3.7830,-5.7605,-5.2872,3450000,
-4.0164,-5.7614,-5.3000,3455000,
-3.7656,-5.7532,-5.3073,3460000,
-3.8013,-5.7477,-5.3027,3465000,
-3.7912,-5.7431,-5.2872,3470000,
-3.8214,-5.7376,-5.2789,3475000,
-3.8287,-5.6992,-5.2844,3480000,
-3.7253,-5.7184,-5.2826,3485000,
-3.7921,-5.7532,-5.2789,3490000,
-3.7564,-5.7330,-5.2771,3495000,
-3.7701,-5.7275,-5.2625,3500000,
-4.0366,-5.7312,-5.2991,3505000,
-3.7958,-5.7294,-5.2698,3510000,
-3.8132,-5.7339,-5.2982,3515000,
-3.7839,-5.7257,-5.2936,3520000,
-3.8040,-5.7385,-5.2725,3525000,
-3.7949,-5.7239,-5.2982,3530000,
-3.7692,-5.7220,-5.2936,3535000,
-3.7363,-5.7477,-5.2881,3540000,
-3.7582,-5.7477,-5.2844,3545000,
-3.7976,-5.7614,-5.2808,3550000,
-3.9935,-5.7623,-5.2982,3555000,
-3.7729,-5.7596,-5.2917,3560000,
-3.8086,-5.7541,-5.2863,3565000,
-3.7463,-5.7578,-5.2853,3570000,
-3.7949,-5.7861,-5.2780,3575000,
-3.7564,-5.7477,-5.2890,3580000,
-3.8013,-5.7678,-5.2927,3585000,
-3.7875,-5.7605,-5.2899,3590000,
-3.8452,-5.7733,-5.2780,3595000,
-3.7665,-5.7513,-5.2972,3600000,
-4.0173,-5.7486,-5.2917,3605000,
-3.7994,-5.7513,-5.2725,3610000,
-3.7958,-5.7257,-5.2844,3615000,
-3.7711,-5.7523,-5.2899,3620000,
-3.7912,-5.7367,-5.2734,3625000,
-3.8113,-5.7431,-5.2734,3630000,
-3.7445,-5.7156,-5.2835,3635000,
-3.7592,-5.7111,-5.2982,3640000,
-3.8095,-5.7303,-5.2707,3645000,
-3.8177,-5.7220,-5.2835,3650000,
-4.0018,-5.7376,-5.2789,3655000,
-3.7619,-5.7285,-5.2936,3660000,
-3.8040,-5.7303,-5.2908,3665000,
-3.8049,-5.7230,-5.2917,3670000,
-3.8040,-5.7175,-5.2835,3675000,
-3.7784,-5.7587,-5.2908,3680000,
-3.7573,-5.7431,-5.2771,3685000,
-3.7637,-5.7706,-5.2780,3690000,
-3.7738,-5.7669,-5.2753,3695000,
-3.7994,-5.7578,-5.2798,3700000,
-3.9917,-5.7651,-5.2890,3705000,
-3.7949,-5.7779,-5.2707,3710000,
-3.8095,-5.7687,-5.2789,3715000,
-3.8004,-5.7880,-5.2707,3720000,
-3.7994,-5.7660,-5.2899,3725000,
-3.7610,-5.7715,-5.2734,3730000,
-3.8406,-5.7880,-5.2826,3735000,
-3.7701,-5.7596,-5.2826,3740000,
-3.7802,-5.7687,-5.2853,3745000,
-3.7756,-5.7916,-5.2762,3750000,
-4.0329,-5.7870,-5.2670,3755000,
-3.7637,-5.7843,-5.2625,3760000,
-3.8113,-5.7980,-5.2542,3765000,
-3.7518,-5.7523,-5.2853,3770000,
-3.7436,-5.7477,-5.2643,3775000,
-3.7729,-5.7614,-5.2570,3780000,
-3.7491,-5.7486,-5.2606,3785000,
-3.8049,-5.7614,-5.2744,3790000,
-3.8113,-5.7495,-5.2789,3795000,
-3.8269,-5.7550,-5.2835,3800000,
-4.0366,-5.7614,-5.2954,3805000,
-3.8031,-5.7761,-5.2890,3810000,
-3.7894,-5.8017,-5.2652,3815000,
-3.7646,-5.8127,-5.2689,3820000,
-3.7134,-5.8374,-5.2368,3825000,
-3.7610,-5.8118,-5.2213,3830000,
-3.7564,-5.8484,-5.1956,3835000,
-3.7033,-5.9061,-5.1773,3840000,
-3.7775,-6.1066,-4.9750,3845000,
-3.7729,-5.9464,-5.1727,3850000,
-3.9670,-5.9665,-5.1837,3855000,
-3.8297,-5.9656,-5.2039,3860000,
-3.8269,-6.0077,-5.1974,3865000,
-3.9139,-6.0489,-5.2121,3870000,
-3.9395,-6.0315,-5.2148,3875000,
-3.7592,-6.0361,-5.2231,3880000,
-3.7473,-6.0480,-5.2286,3885000,
-3.7921,-6.0361,-5.2194,3890000,
-3.7280,-5.9885,-5.2396,3895000,
-3.7308,-6.0223,-5.2396,3900000,
-3.9331,-5.9848,-5.2643,3905000,
-3.7473,-5.9491,-5.2689,3910000,
-3.7573,-5.9024,-5.2606,3915000,
-3.7463,-5.8694,-5.2689,3920000,
-3.7363,-5.8694,-5.2826,3925000,
-3.7509,-5.8182,-5.2954,3930000,
-3.8058,-5.8255,-5.2570,3935000,
-3.7885,-5.8191,-5.2359,3940000,
-3.7839,-5.8255,-5.2341,3945000,
-3.7903,-5.7953,-5.2176,3950000,
-4.0668,-5.8035,-5.1965,3955000,
-3.7555,-5.8017,-5.2029,3960000,
-3.7738,-5.7999,-5.1846,3965000,
-3.8141,-5.7999,-5.1782,3970000,
-3.8031,-5.8218,-5.1773,3975000,
-3.8416,-5.8255,-5.1700,3980000,
-3.8187,-5.8328,-5.1846,3985000,
-3.8663,-5.8173,-5.2066,3990000,
-3.8342,-5.8530,-5.1709,3995000,
-3.8278,-5.8447,-5.1910,4000000,
-4.0924,-5.8575,-5.1883,4005000,
-3.8718,-5.8356,-5.1993,4010000,
-3.8306,-5.8502,-5.1929,4015000,
-3.8855,-5.8411,-5.1828,4020000,
-3.8269,-5.8392,-5.1901,4025000,
-3.8553,-5.8228,-5.1718,4030000,
-3.8132,-5.8365,-5.1764,4035000,
-3.7912,-5.8301,-5.1819,4040000,
-3.8351,-5.8301,-5.1819,4045000,
-3.8370,-5.8173,-5.1746,4050000,
-4.0814,-5.8118,-5.1846,4055000,
-3.8333,-5.7880,-5.1828,4060000,
-3.8196,-5.8136,-5.1892,4065000,
-3.8141,-5.8136,-5.1682,4070000,
-3.8159,-5.8072,-5.1617,4075000,
-3.7738,-5.8182,-5.1608,4080000,
-3.8095,-5.8145,-5.1718,4085000,
-3.7885,-5.8008,-5.1709,4090000,
-3.8205,-5.8154,-5.1782,4095000,
-3.7903,-5.8228,-5.1773,4100000,
-4.0109,-5.8173,-5.1801,4105000,
-3.8013,-5.8347,-5.1773,4110000,
-3.7537,-5.8411,-5.1910,4115000,
-3.8269,-5.8511,-5.1709,4120000,
-3.7775,-5.8658,-5.2057,4125000,
-3.8342,-5.9052,-5.1846,4130000,
-3.8260,-5.8850,-5.1874,4135000,
-3.8525,-5.9216,-5.1901,4140000,
-3.8278,-5.9207,-5.1590,4145000,
-3.8461,-5.9738,-5.1425,4150000,
-4.1071,-5.9665,-5.1233,4155000,
-3.8278,-5.9702,-5.1315,4160000,
-3.8260,-5.9317,-5.1205,4165000,
-3.8214,-5.9921,-5.1151,4170000,
-3.8452,-5.9610,-5.0848,4175000,
-3.8791,-5.9555,-5.0803,4180000,
-3.8187,-5.9674,-5.0986,4185000,
-3.8324,-5.9253,-5.0766,4190000,
-3.8095,-5.9482,-5.0912,4195000,
-3.8434,-5.9299,-5.1151,4200000,
-4.0778,-5.9528,-5.1205,4205000,
-3.7875,-5.9464,-5.1068,4210000,
-3.7582,-5.9280,-5.1288,4215000,
-3.7225,-5.9299,-5.0903,4220000,
-3.7537,-5.8868,-5.1077,4225000,
-3.7106,-5.8786,-5.0702,4230000,
-3.6951,-5.8612,-5.0995,4235000,
-3.7527,-5.8310,-5.0757,4240000,
-3.7592,-5.8118,-5.0766,4245000,
-3.7033,-5.8072,-5.1022,4250000,
-3.9706,-5.7687,-5.0803,4255000,
-3.7775,-5.7596,-5.0949,4260000,
-3.8205,-5.7504,-5.0757,4265000,
-3.8663,-5.7513,-5.0345,4270000,
-3.8480,-5.7211,-4.9777,4275000,
-3.9267,-5.7202,-4.9475,4280000,
-3.9432,-5.6717,-4.8450,4285000,
-3.9423,-5.6863,-4.7781,4290000,
-3.9368,-5.6470,-4.6912,4295000,
-4.0027,-5.6570,-4.6729,4300000,
-4.2261,-5.6451,-4.6207,4305000,
-3.9276,-5.6268,-4.5428,4310000,
-4.0256,-5.6296,-4.4916,4315000,
-3.9679,-5.6268,-4.4339,4320000,
-4.0045,-5.6223,-4.3561,4325000,
-4.0265,-5.6277,-4.3579,4330000,
-4.0723,-5.6442,-4.3103,4335000,
-4.0082,-5.6479,-4.2087,4340000,
-4.0247,-5.6543,-4.2572,4345000,
-3.9890,-5.6415,-4.2389,4350000,
-4.2169,-5.6580,-4.1693,4355000,
-3.9661,-5.6342,-4.0915,4360000,
-3.9441,-5.6241,-4.0695,4365000,
-3.8864,-5.6241,-4.0750,4370000,
-3.9359,-5.6332,-4.0686,4375000,
-3.8956,-5.6479,-4.0814,4380000,
-3.9130,-5.6506,-4.0796,4385000,
-3.9276,-5.6763,-4.0952,4390000,
-3.8617,-5.6937,-4.0659,4395000,
-3.9066,-5.6900,-4.0759,4400000,
-4.1647,-5.6717,-4.0439,4405000,
-3.9514,-5.6653,-4.0430,4410000,
-3.8846,-5.6708,-4.0347,4415000,
-3.8773,-5.6451,-3.9862,4420000,
-3.9029,-5.6497,-3.9752,4425000,
-3.8901,-5.6259,-3.9468,4430000,
-3.8837,-5.6470,-3.8425,4435000,
-3.8470,-5.6332,-3.8397,4440000,
-3.8571,-5.6479,-3.8177,4445000,
-3.8791,-5.6433,-3.8159,4450000,
-4.1867,-5.6378,-3.7839,4455000,
-3.9761,-5.6589,-3.7500,4460000,
-3.9377,-5.6525,-3.7033,4465000,
-4.0073,-5.6323,-3.6813,4470000,
-4.0082,-5.6406,-3.6649,4475000,
-4.0356,-5.6442,-3.6063,4480000,
-4.0466,-5.6213,-3.5568,4485000,
-4.0686,-5.6268,-3.4818,4490000,
-4.0210,-5.6158,-3.4058,4495000,
-4.0356,-5.6104,-3.2922,4500000,
-4.2764,-5.6277,-3.2199,4505000,
-4.0869,-5.6268,-3.1229,4510000,
-4.0302,-5.6396,-3.0753,4515000,
-4.0512,-5.6406,-3.0048,4520000,
-4.0329,-5.6543,-2.9361,4525000,
-4.0622,-5.6332,-2.7896,4530000,
-4.0714,-5.6415,-2.6312,4535000,
-4.0842,-5.6396,-2.4811,4540000,
-4.0714,-5.6424,-2.4179,4545000,
-4.1107,-5.6323,-2.3044,4550000,
-4.4073,-5.6223,-2.2110,4555000,
-4.1492,-5.5838,-2.0609,4560000,
-4.2096,-5.5939,-1.9171,4565000,
-4.2142,-5.5545,-1.7340,4570000,
-4.2041,-5.5435,-1.5921,4575000,
-4.2224,-5.5069,-1.1526,4580000,
-4.2288,-5.5087,-1.0400,4585000,
-4.2435,-5.4877,-0.8688,4590000,
-4.2352,-5.4547,-0.7791,4595000,
-4.2828,-5.4584,-0.3653,4600000,
-4.6088,-5.4007,-0.0266,4605000,
-4.2957,-5.3622,0.1410,4610000,
-4.2773,-5.3513,0.2545,4615000,
-4.3259,-5.3284,0.6345,4620000,
-4.3588,-5.3156,0.9064,4625000,
-4.3771,-5.2954,1.1508,4630000,
-4.3991,-5.2707,1.3541,4635000,
-4.4028,-5.2661,1.7395,4640000,
-4.4650,-5.2588,1.9922,4645000,
-4.4431,-5.2725,2.0416,4650000,
-4.8386,-5.2579,2.3392,4655000,
-4.5218,-5.2396,2.4738,4660000,
-4.5657,-5.2222,2.6202,4665000,
-4.5840,-5.2213,2.7136,4670000,
-4.5694,-5.1920,2.8354,4675000,
-4.6088,-5.1782,2.9077,4680000,
-4.6051,-5.1581,3.0597,4685000,
-4.5987,-5.1169,3.2053,4690000,
-4.6088,-5.1205,3.3453,4695000,
-4.6371,-5.0931,3.4387,4700000,
-4.9832,-5.0565,3.5806,4705000,
-4.6390,-5.0620,3.7839,4710000,
-4.6609,-5.0226,3.9999,4715000,
-4.6609,-4.9292,4.1592,4720000,
-4.7388,-4.9319,4.2966,4725000,
-4.7461,-4.8514,4.4257,4730000,
-4.7635,-4.8257,4.5703,4735000,
-4.8001,-4.7690,4.7333,4740000,
-4.8367,-4.7223,4.9997,4745000,
-4.8486,-4.6802,5.1334,4750000,
-5.2625,-4.6024,5.3403,4755000,
-4.9283,-4.5538,5.5371,4760000,
-4.8816,-4.5035,5.6955,4765000,
-4.9338,-4.3854,5.8356,4770000,
-4.9191,-4.3011,5.8832,4775000,
-4.9228,-4.2151,6.0818,4780000,
-4.9594,-4.1666,6.2347,4785000,
-4.9438,-4.1171,6.4453,4790000,
-5.0226,-4.0787,6.5854,4795000,
-4.9841,-4.0457,6.7300,4800000,
-5.5682,-3.9908,6.9086,4805000,
-5.0281,-3.9743,7.0862,4810000,
-5.0647,-3.9377,7.2656,4815000,
-5.0757,-3.8855,7.6410,4820000,
-5.1013,-3.8205,7.9120,4825000,
-5.1169,-3.7637,8.1885,4830000,
-5.1297,-3.6484,8.3835,4835000,
-5.1416,-3.6548,8.5611,4840000,
-5.1993,-3.6072,8.7616,4845000,
-5.2725,-3.5614,8.9511,4850000,
-5.8099,-3.5403,9.1800,4855000,
-5.4089,-3.4964,9.3320,4860000,
-5.4144,-3.4579,9.5526,4865000,
-5.4913,-3.4048,9.7595,4870000,
-5.5481,-3.3041,9.9509,4875000,
-5.5737,-3.3041,10.0800,4880000,
-5.5618,-3.2419,10.2292,4885000,
-5.6223,-3.1787,10.3152,4890000,
-5.6644,-3.1842,10.4242,4895000,
-5.6662,-3.1476,10.5414,4900000,
-6.1972,-3.1512,10.6329,4905000,
-5.6946,-3.1302,10.7181,4910000,
-5.7129,-3.0936,10.8545,4915000,
-5.6992,-3.0579,10.8426,4920000,
-5.7294,-3.0185,10.9369,4925000,
-5.7193,-3.0212,11.0129,4930000,
-5.7413,-3.0002,11.0257,4935000,
-5.8081,-2.9562,11.2170,4940000,
-5.8044,-2.8958,11.2381,4945000,
-5.8356,-2.9095,11.3040,4950000,
-6.4426,-2.8748,11.4551,4955000,
-5.9583,-2.8748,11.4789,4960000,
-5.9647,-2.8098,11.6080,4965000,
-6.0599,-2.7466,11.7142,4970000,
-6.0315,-2.7530,11.7233,4975000,
-6.0342,-2.6907,11.8213,4980000,
-5.9995,-2.6733,11.8524,4985000,
-5.9839,-2.5754,11.8863,4990000,
-5.9198,-2.6688,11.8726,4995000,
-5.8511,-2.6852,11.8890,5000000,
-6.3528,-2.7539,11.9348,5005000,
-5.8145,-2.7109,11.9705,5010000,
-5.8255,-2.7887,12.0108,5015000,
-5.8978,-2.7905,12.0895,5020000,
-5.9702,-2.7356,12.1271,5025000,
-5.9555,-2.7969,12.1609,5030000,
-5.9326,-2.8638,12.0969,5035000,
-5.8539,-2.8976,12.0255,5040000,
-5.7870,-2.9819,11.9284,5045000,
-5.7761,-3.0112,11.7004,5050000,
-6.1807,-3.0167,11.5475,5055000,
-5.6241,-3.0450,11.2692,5060000,
-5.5792,-3.0853,10.9927,5065000,
-5.5170,-3.1311,10.8087,5070000,
-5.4300,-3.1696,10.4681,5075000,
-5.4044,-3.2693,10.1825,5080000,
-5.2899,-3.3224,9.8666,5085000,
-5.1370,-3.4579,9.4244,5090000,
-5.0793,-3.5623,9.0298,5095000,
-5.0125,-3.5834,8.5803,5100000,
-5.5371,-3.6237,8.0933,5105000,
-4.9310,-3.6887,7.4680,5110000,
-4.8715,-3.7692,7.0065,5115000,
-4.9072,-3.9313,6.2347,5125000,
-4.8560,-3.9175,6.2283,5130000,
-4.7452,-4.0146,5.8676,5135000,
-4.7488,-4.0695,5.4630,5140000,
-4.5648,-4.1080,5.0519,5145000,
-4.4934,-4.1446,4.6793,5150000,
-4.7488,-4.2883,4.3341,5155000,
-4.5529,-4.4696,3.8892,5160000,
-4.3332,-4.6500,3.5294,5165000,
-4.2709,-4.7012,3.3023,5170000,
-4.2206,-4.9475,3.0048,5175000,
-4.1949,-4.7443,3.0240,5180000,
-4.2508,-4.8065,2.8299,5185000,
-4.6390,-4.7946,2.7631,5190000,
-4.3231,-4.9841,2.4133,5195000,
-4.3515,-4.8853,2.5928,5200000,
-4.8083,-4.8578,2.4994,5205000,
-4.4522,-4.8724,2.3712,5210000,
-4.4550,-4.8907,2.3392,5215000,
-4.4302,-4.8917,2.2824,5220000,
-4.3945,-4.9072,2.1515,5225000,
-4.3130,-4.9530,2.1002,5230000,
-4.2993,-4.9860,1.9977,5235000,
-4.2911,-4.9704,1.9656,5240000,
-4.2297,-5.0198,1.7001,5245000,
-4.1885,-5.0473,1.5198,5250000,
-4.5117,-5.0757,1.2781,5255000,
-4.2664,-5.1031,1.1371,5260000,
-4.2526,-5.0858,1.0721,5265000,
-4.3643,-5.0922,1.0446,5270000,
-4.3213,-5.1196,0.9558,5275000,
-4.3735,-5.1096,0.9183,5280000,
-4.3661,-5.1160,0.8881,5285000,
-4.2947,-5.1215,0.8771,5290000,
-4.2673,-5.1489,0.8130,5295000,
-4.2517,-5.1480,0.7608,5300000,
-4.5410,-5.2057,0.6729,5305000,
-4.2068,-5.2267,0.5896,5310000,
-4.1895,-5.2505,0.4083,5315000,
-4.1940,-5.2734,0.3030,5320000,
-4.2865,-5.2908,0.2069,5325000,
-4.2755,-5.3229,0.0989,5330000,
-4.2572,-5.3394,0.1749,5335000,
-4.2609,-5.3421,0.1657,5340000,
-4.3323,-5.3677,0.1263,5345000,
-4.3066,-5.3851,-0.1913,5350000,
-4.6088,-5.4034,-0.3561,5355000,
-4.2755,-5.4163,-0.5447,5360000,
-4.2938,-5.4300,-0.8258,5365000,
-4.2105,-5.4465,-0.9558,5370000,
-4.2856,-5.4419,-1.0162,5375000,
-4.2297,-5.4730,-1.2167,5380000,
-4.1730,-5.4776,-1.6434,5385000,
-4.1766,-5.4941,-1.7990,5390000,
-4.1693,-5.5032,-1.9427,5395000,
-4.1254,-5.5289,-2.0856,5400000,
-4.3918,-5.5399,-2.2156,5405000,
-4.1025,-5.5673,-2.2934,5410000,
-4.0347,-5.5957,-2.3557,5415000,
-4.0192,-5.6259,-2.4289,5420000,
-4.0073,-5.6351,-2.5232,5425000,
-4.0018,-5.6378,-2.6514,5430000,
-4.0714,-5.6543,-2.8326,5435000,
-4.0503,-5.6561,-2.9736,5440000,
-4.0366,-5.6616,-3.0496,5445000,
-4.1418,-5.6754,-3.0927,5450000,
-4.3707,-5.6854,-3.2364,5455000,
-4.1025,-5.7111,-3.3582,5460000,
-4.0714,-5.7010,-3.4131,5465000,
-4.0347,-5.6827,-3.5422,5470000,
-4.0192,-5.7047,-3.6227,5475000,
-4.0485,-5.6863,-3.6594,5480000,
-3.9926,-5.7111,-3.7180,5485000,
-3.9944,-5.6726,-3.7527,5490000,
-4.0027,-5.6937,-3.7866,5495000,
-3.9551,-5.6607,-3.8232,5500000,
-4.1959,-5.6534,-3.8251,5505000,
-3.8947,-5.6790,-3.9340,5510000,
-3.8828,-5.6735,-3.9716,5515000,
-3.8663,-5.6534,-3.9926,5520000,
-3.8498,-5.6735,-4.0054,5525000,
-3.8690,-5.6689,-4.0475,5530000,
-3.8104,-5.6973,-4.0485,5535000,
-3.8837,-5.6891,-4.0457,5540000,
-3.8983,-5.6818,-4.0814,5545000,
-3.8205,-5.6918,-4.0952,5550000,
-4.1345,-5.6726,-4.1995,5555000,
-3.8516,-5.6625,-4.2572,5560000,
-3.8553,-5.6635,-4.2810,5565000,
-3.8736,-5.6635,-4.3808,5570000,
-3.8251,-5.6470,-4.4870,5575000,
-3.8965,-5.6497,-4.5438,5580000,
-3.8965,-5.6451,-4.5731,5585000,
-3.8855,-5.6451,-4.6005,5590000,
-3.8773,-5.6479,-4.6454,5595000,
-3.8544,-5.6488,-4.6646,5600000,
-4.0714,-5.6342,-4.7168,5605000,
-3.8498,-5.6168,-4.7122,5610000,
-3.8562,-5.6232,-4.7479,5615000,
-3.8699,-5.6424,-4.7607,5620000,
-3.9056,-5.6415,-4.8230,5625000,
-3.8937,-5.6369,-4.8386,5630000,
-3.8333,-5.6442,-4.8926,5635000,
-3.8040,-5.6204,-4.9127,5640000,
-3.8232,-5.6268,-4.9246,5645000,
-3.7875,-5.6488,-4.9539,5650000,
-4.0723,-5.6039,-4.9695,5655000,
-3.8251,-5.6250,-4.9988,5660000,
-3.7692,-5.6113,-5.0354,5665000,
-3.7766,-5.6369,-5.0354,5670000,
-3.7656,-5.6223,-5.0784,5675000,
-3.7399,-5.6497,-5.0876,5680000,
-3.7198,-5.6451,-5.1205,5685000,
-3.7564,-5.6451,-5.1215,5690000,
-3.7738,-5.6479,-5.1288,5695000,
-3.7280,-5.6360,-5.1562,5700000,
-3.9761,-5.6287,-5.1846,5705000,
-3.7491,-5.6378,-5.1901,5710000,
-3.7830,-5.6451,-5.1938,5715000,
-3.7308,-5.6662,-5.2203,5720000,
-3.7756,-5.6790,-5.2176,5725000,
-3.7582,-5.6754,-5.2441,5730000,
-3.7921,-5.7037,-5.2405,5735000,
-3.7921,-5.6964,-5.2579,5740000,
-3.7930,-5.7449,-5.2505,5745000,
-3.7839,-5.7111,-5.2798,5750000,
-4.0521,-5.7513,-5.2661,5755000,
-3.8086,-5.7248,-5.2679,5760000,
-3.8177,-5.7413,-5.2762,5765000,
-3.7711,-5.7523,-5.2670,5770000,
-3.8150,-5.7303,-5.2744,5775000,
-3.8049,-5.7166,-5.2844,5780000,
-3.8168,-5.7367,-5.2753,5785000,
-3.8297,-5.7147,-5.2744,5790000,
-3.7775,-5.7358,-5.2853,5795000,
-3.7491,-5.7339,-5.2734,5800000,
-4.0073,-5.7358,-5.2625,5805000,
-3.8031,-5.7303,-5.2487,5810000,
-3.7326,-5.7330,-5.2753,5815000,
-3.7830,-5.7239,-5.2634,5820000,
-3.7994,-5.7019,-5.2689,5825000,
-3.8004,-5.7184,-5.2670,5830000,
-3.7756,-5.6982,-5.2734,5835000,
-3.8351,-5.6790,-5.2798,5840000,
-3.7949,-5.6937,-5.2917,5845000,
-3.7546,-5.7056,-5.2753,5850000,
-3.9990,-5.6982,-5.2597,5855000,
-3.8049,-5.6927,-5.2679,5860000,
-3.8013,-5.6882,-5.2588,5865000,
-3.7820,-5.6827,-5.2423,5870000,
-3.7518,-5.7019,-5.2625,5875000,
-3.7967,-5.7156,-5.2643,5880000,
-3.7665,-5.6900,-5.2606,5885000,
-3.7793,-5.7239,-5.2679,5890000,
-3.7930,-5.7092,-5.2817,5895000,
-3.7820,-5.7175,-5.2716,5900000,
-4.0576,-5.7230,-5.2881,5905000,
-3.7701,-5.7486,-5.2734,5910000,
-3.7463,-5.7541,-5.2826,5915000,
-3.8086,-5.7175,-5.2853,5920000,
-3.7875,-5.7413,-5.2826,5925000,
-3.7592,-5.7404,-5.2808,5930000,
-3.8068,-5.7431,-5.2753,5935000,
-3.8058,-5.7513,-5.2853,5940000,
-3.7601,-5.7358,-5.2899,5945000,
-3.7665,-5.7440,-5.2881,5950000,
-4.0512,-5.7349,-5.2890,5955000,
-3.7592,-5.7404,-5.2652,5960000,
-3.8123,-5.7111,-5.2863,5965000,
-3.7418,-5.7266,-5.2844,5970000,
-3.8223,-5.7367,-5.2734,5975000,
-3.8132,-5.7248,-5.2753,5980000,
-3.7747,-5.7193,-5.2707,5985000,
-3.7527,-5.7074,-5.2524,5990000,
-3.7518,-5.6891,-5.2679,5995000,
-3.7930,-5.7010,-5.2679,6000000,
-3.9743,-5.6927,-5.2798,6005000,
-3.7573,-5.7065,-5.2698,6010000,
-3.8077,-5.6836,-5.2606,6015000,
-3.8022,-5.6900,-5.2863,6020000,
-3.8123,-5.7010,-5.2863,6025000,
-3.8297,-5.7111,-5.2707,6030000,
-3.8177,-5.7193,-5.2661,6035000,
-3.7857,-5.7092,-5.2780,6040000,
-3.7830,-5.7239,-5.2744,6045000,
-3.8141,-5.7349,-5.2798,6050000,
-4.0173,-5.7166,-5.2835,6055000,
-3.8104,-5.7339,-5.2844,6060000,
-3.7930,-5.7394,-5.2780,6065000,
-3.7802,-5.7468,-5.2716,6070000,
-3.8031,-5.7404,-5.2844,6075000,
-3.8315,-5.7193,-5.2798,6080000,
-3.7454,-5.7468,-5.2908,6085000,
-3.7701,-5.7321,-5.2789,6090000,
-3.7921,-5.7486,-5.2744,6095000,
-3.7637,-5.7385,-5.2835,6100000,
-4.0402,-5.7440,-5.2780,6105000,
-3.7912,-5.7184,-5.2798,6110000,
