CONV_VALUE (V),TIMESTAMP (us)
94.0082,14080000,
94.1638,14085000,
93.9396,14090000,
94.0220,14095000,
94.0220,14100000,
94.9188,14105000,
93.9716,14110000,
94.0723,14115000,
94.1684,14120000,
94.0220,14125000,
93.9991,14130000,
94.1730,14135000,
94.1043,14140000,
93.9579,14145000,
93.9716,14150000,
94.3194,14155000,
94.0677,14160000,
93.9671,14165000,
94.0174,14170000,
94.0448,14175000,
93.9808,14180000,
93.8527,14185000,
94.1592,14190000,
94.1043,14195000,
93.9716,14200000,
94.2462,14205000,
94.0540,14210000,
94.0540,14215000,
93.9899,14220000,
94.2141,14225000,
93.9945,14230000,
94.0814,14235000,
94.1638,14240000,
93.9762,14245000,
93.9716,14250000,
94.3606,14255000,
93.9854,14260000,
93.8023,14265000,
94.1455,14270000,
93.9854,14275000,
93.8847,14280000,
94.0540,14285000,
94.0677,14290000,
94.0723,14295000,
94.0860,14300000,
94.3331,14305000,
93.9442,14310000,
93.9854,14315000,
94.1821,14320000,
93.8984,14325000,
94.0814,14330000,
94.1226,14335000,
93.9167,14340000,
93.9854,14345000,
94.0540,14350000,
94.3514,14355000,
93.9808,14360000,
94.1913,14365000,
94.0997,14370000,
94.1272,14375000,
94.0494,14380000,
93.9991,14385000,
93.9991,14390000,
94.1592,14395000,
93.9762,14400000,
94.1730,14405000,
94.0494,14410000,
94.0677,14415000,
93.9854,14420000,
94.1547,14425000,
94.0723,14430000,
94.0631,14435000,
93.9030,14440000,
94.0174,14445000,
94.1272,14450000,
94.2050,14455000,
93.9671,14460000,
93.8938,14465000,
94.0311,14470000,
94.0906,14475000,
94.1547,14480000,
94.2691,14485000,
94.2004,14490000,
94.2507,14495000,
93.9854,14500000,
94.2645,14505000,
93.9945,14510000,
94.0677,14515000,
94.1547,14520000,
94.1318,14525000,
94.0037,14530000,
94.1272,14535000,
93.9945,14540000,
94.2141,14545000,
94.1043,14550000,
94.2965,14555000,
94.0997,14560000,
94.1318,14565000,
93.9076,14570000,
94.0631,14575000,
93.9716,14580000,
93.9167,14585000,
94.1501,14590000,
94.0082,14595000,
94.0814,14600000,
94.2187,14605000,
94.0677,14610000,
93.9991,14615000,
94.1821,14620000,
94.1318,14625000,
94.0037,14630000,
93.8618,14635000,
93.9488,14640000,
94.0769,14645000,
94.0174,14650000,
94.3423,14655000,
93.9030,14660000,
94.1043,14665000,
94.0265,14670000,
94.0220,14675000,
94.0311,14680000,
94.0952,14685000,
94.1455,14690000,
93.9899,14695000,
94.0723,14700000,
94.3834,14705000,
93.9030,14710000,
94.1409,14715000,
93.9854,14720000,
93.9716,14725000,
93.8801,14730000,
94.0677,14735000,
94.1409,14740000,
94.0311,14745000,
93.9899,14750000,
94.4200,14755000,
94.0586,14760000,
94.1592,14765000,
94.1638,14770000,
93.9121,14775000,
94.0952,14780000,
94.0037,14785000,
94.3102,14790000,
94.0311,14795000,
94.2050,14800000,
94.2096,14805000,
94.0357,14810000,
93.8847,14815000,
93.9945,14820000,
94.4521,14825000,
93.9671,14830000,
93.9167,14835000,
94.1821,14840000,
94.0357,14845000,
93.9488,14850000,
94.3468,14855000,
94.0677,14860000,
94.1135,14865000,
94.1318,14870000,
93.9121,14875000,
93.8938,14880000,
94.0357,14885000,
93.9533,14890000,
94.0311,14895000,
94.1135,14900000,
94.2828,14905000,
94.1226,14910000,
93.9899,14915000,
94.0814,14920000,
93.9213,14925000,
93.9671,14930000,
93.9671,14935000,
93.8618,14940000,
94.0631,14945000,
93.9716,14950000,
94.2462,14955000,
94.0448,14960000,
94.0997,14965000,
94.0677,14970000,
94.1043,14975000,
94.0311,14980000,
94.0723,14985000,
94.3102,14990000,
93.9762,14995000,
94.0174,15000000,
94.2233,15005000,
94.2416,15010000,
93.9945,15015000,
94.1501,15020000,
94.0311,15025000,
93.9625,15030000,
93.9899,15035000,
94.0265,15040000,
94.0448,15045000,
93.9442,15050000,
94.4612,15055000,
94.2141,15060000,
93.8755,15065000,
94.2736,15070000,
94.0128,15075000,
94.1592,15080000,
94.1318,15085000,
93.8252,15090000,
93.9030,15095000,
94.0403,15100000,
94.2187,15105000,
94.2187,15110000,
94.0174,15115000,
93.8984,15120000,
93.9671,15125000,
94.0586,15130000,
93.9671,15135000,
94.2416,15140000,
94.0037,15145000,
93.8938,15150000,
94.3331,15155000,
93.8984,15160000,
94.0403,15165000,
94.1409,15170000,
94.2416,15175000,
94.0082,15180000,
93.9945,15185000,
94.0357,15190000,
93.9716,15195000,
94.0494,15200000,
94.3606,15205000,
94.1318,15210000,
93.9945,15215000,
94.0448,15220000,
94.0128,15225000,
93.9671,15230000,
94.2324,15235000,
93.9350,15240000,
94.1364,15245000,
94.0723,15250000,
94.2965,15255000,
94.1272,15260000,
94.1135,15265000,
94.0403,15270000,
93.9488,15275000,
94.0082,15280000,
94.0997,15285000,
94.1318,15290000,
94.0997,15295000,
93.8938,15300000,
94.3331,15305000,
94.2782,15310000,
94.0494,15315000,
94.0677,15320000,
94.1043,15325000,
93.9899,15330000,
94.0540,15335000,
94.0082,15340000,
94.1455,15345000,
94.0311,15350000,
94.4429,15355000,
94.0494,15365000,
93.4637,15370000,
93.9991,15375000,
94.0403,15380000,
94.1730,15385000,
94.2828,15390000,
94.0403,15395000,
94.0448,15400000,
93.9716,15405000,
93.9808,15410000,
94.0494,15415000,
93.9716,15420000,
93.9579,15425000,
94.9005,15430000,
94.3972,15435000,
94.2873,15440000,
94.0906,15445000,
94.0631,15450000,
94.2736,15455000,
94.2553,15460000,
93.9533,15465000,
94.0265,15470000,
93.9625,15475000,
93.9533,15480000,
93.9442,15485000,
94.1867,15490000,
94.1455,15495000,
94.0357,15500000,
94.4063,15505000,
93.9396,15510000,
94.0448,15515000,
93.9350,15520000,
93.8206,15525000,
94.2324,15530000,
94.0448,15535000,
94.1775,15540000,
94.1364,15545000,
94.1180,15550000,
94.2141,15555000,
94.2324,15560000,
94.0952,15565000,
94.2096,15570000,
94.1409,15575000,
94.0586,15580000,
93.9625,15585000,
94.2141,15590000,
94.2324,15595000,
94.1226,15600000,
94.4063,15605000,
94.2050,15610000,
94.1730,15615000,
94.2370,15620000,
94.1867,15625000,
94.0997,15630000,
94.1409,15635000,
94.0403,15640000,
94.1684,15645000,
93.9945,15650000,
94.4612,15655000,
93.9762,15660000,
94.1226,15665000,
93.9076,15670000,
94.0814,15675000,
94.0265,15680000,
94.1135,15685000,
94.0448,15690000,
94.2416,15695000,
93.9716,15700000,
94.3148,15705000,
94.0997,15710000,
94.0723,15715000,
94.0037,15720000,
93.9579,15725000,
94.1272,15730000,
94.0814,15735000,
94.1043,15740000,
93.9259,15745000,
93.9488,15750000,
94.4338,15755000,
94.1501,15760000,
94.1364,15765000,
94.0677,15770000,
94.0311,15775000,
93.9854,15780000,
94.0677,15785000,
93.9625,15790000,
94.1272,15795000,
94.1867,15800000,
94.2279,15805000,
94.0265,15810000,
94.1684,15815000,
94.1501,15820000,
93.9350,15825000,
94.0860,15830000,
94.0220,15835000,
94.0677,15840000,
94.0952,15845000,
94.0814,15850000,
94.4017,15855000,
93.8801,15860000,
94.1089,15865000,
94.1089,15870000,
93.9716,15875000,
94.0220,15880000,
94.0952,15885000,
94.1135,15890000,
93.9579,15895000,
94.0037,15900000,
94.4063,15905000,
93.9442,15910000,
94.0174,15915000,
93.9899,15920000,
93.9854,15925000,
94.0540,15930000,
94.0448,15935000,
93.9121,15940000,
94.1409,15945000,
94.0311,15950000,
94.3011,15955000,
93.8618,15960000,
94.1135,15965000,
93.9625,15970000,
93.9442,15975000,
94.1409,15980000,
94.1455,15985000,
94.1684,15990000,
94.2691,15995000,
94.1318,16000000,
94.2873,16005000,
93.8572,16010000,
94.3102,16015000,
93.9762,16020000,
94.2873,16025000,
94.0403,16030000,
94.1318,16035000,
94.1272,16040000,
94.1409,16045000,
94.2050,16050000,
94.2828,16055000,
93.9716,16060000,
94.1867,16065000,
94.0403,16070000,
94.0128,16075000,
94.1318,16080000,
94.0128,16085000,
94.0128,16090000,
94.0723,16095000,
94.0586,16100000,
94.4704,16105000,
94.2828,16110000,
94.0540,16115000,
94.0082,16120000,
94.3285,16125000,
94.0631,16130000,
94.0540,16135000,
94.1592,16140000,
94.1775,16145000,
94.0952,16150000,
94.2187,16155000,
93.9991,16160000,
94.0540,16165000,
94.1043,16170000,
93.9488,16175000,
94.0906,16180000,
93.9625,16185000,
93.9716,16190000,
94.0357,16195000,
94.0814,16200000,
94.4338,16205000,
94.0997,16210000,
94.1455,16215000,
94.1592,16220000,
94.0357,16225000,
94.1455,16230000,
94.1958,16235000,
94.2507,16240000,
94.0814,16245000,
94.1775,16250000,
94.3560,16255000,
94.0448,16260000,
93.9808,16265000,
94.0494,16270000,
94.3377,16275000,
94.0220,16280000,
94.0860,16285000,
94.0174,16290000,
93.9030,16295000,
94.1135,16300000,
94.3514,16305000,
94.0265,16310000,
94.0082,16315000,
94.0906,16320000,
94.0448,16325000,
94.1364,16330000,
94.1180,16335000,
94.0357,16340000,
93.9579,16345000,
94.1272,16350000,
94.5024,16355000,
94.0540,16360000,
94.1455,16365000,
94.0265,16370000,
93.9899,16375000,
93.8847,16380000,
94.1547,16385000,
93.9991,16390000,
93.9121,16395000,
93.9671,16400000,
94.4658,16405000,
94.1775,16410000,
94.1867,16415000,
94.1913,16420000,
94.1821,16425000,
94.1272,16430000,
94.0311,16435000,
94.0128,16440000,
94.0448,16445000,
94.0677,16450000,
94.2279,16455000,
94.0220,16460000,
94.1226,16465000,
94.1089,16470000,
94.2096,16475000,
94.0952,16480000,
94.1501,16485000,
93.9808,16490000,
94.0586,16495000,
94.0082,16500000,
94.2279,16505000,
94.2187,16510000,
94.0631,16515000,
93.9305,16520000,
94.0723,16525000,
94.1913,16530000,
93.9716,16535000,
94.0403,16540000,
94.1135,16545000,
93.9167,16550000,
94.4200,16555000,
94.0311,16560000,
93.9945,16565000,
93.9076,16570000,
93.9945,16575000,
94.0997,16580000,
94.1821,16585000,
93.8710,16590000,
94.0677,16595000,
94.0906,16600000,
94.1821,16605000,
94.1135,16610000,
94.1089,16615000,
94.4338,16620000,
94.1364,16625000,
94.1043,16630000,
94.1318,16635000,
93.8481,16640000,
94.8090,16645000,
94.1501,16650000,
94.2782,16655000,
94.0403,16660000,
94.0952,16665000,
93.9762,16670000,
93.9808,16675000,
94.2919,16680000,
94.2873,16685000,
93.9167,16690000,
94.1684,16695000,
94.5893,16700000,
94.3606,16705000,
94.0220,16710000,
94.0723,16715000,
93.9625,16720000,
94.0357,16725000,
93.9991,16730000,
94.0723,16735000,
94.1135,16740000,
94.0357,16745000,
94.1455,16750000,
94.2828,16755000,
93.9579,16760000,
94.1958,16765000,
93.9808,16770000,
94.1089,16775000,
93.9671,16780000,
93.9671,16785000,
94.0403,16790000,
93.9945,16795000,
94.0494,16800000,
94.2828,16805000,
93.8664,16810000,
94.2004,16815000,
94.1318,16820000,
94.2691,16825000,
93.9716,16830000,
93.9716,16835000,
94.0952,16840000,
94.1730,16845000,
93.9305,16850000,
94.4521,16855000,
93.9991,16860000,
94.0906,16865000,
93.9030,16870000,
94.1364,16875000,
93.9533,16880000,
94.0448,16885000,
93.9579,16890000,
94.2004,16895000,
93.9808,16900000,
94.4887,16905000,
94.2187,16910000,
94.1730,16915000,
94.2004,16920000,
94.2233,16925000,
94.0220,16930000,
93.9945,16935000,
94.1043,16940000,
94.1089,16945000,
93.9762,16950000,
94.4658,16955000,
94.0540,16960000,
94.0220,16965000,
94.0357,16970000,
94.1684,16975000,
94.2873,16980000,
93.9808,16985000,
93.9671,16990000,
93.9625,16995000,
93.9442,17000000,
94.4109,17005000,
93.8161,17010000,
94.0265,17015000,
93.9488,17020000,
94.0494,17025000,
94.1547,17030000,
94.0037,17035000,
94.0265,17040000,
94.0357,17045000,
93.9167,17050000,
94.3148,17055000,
93.9488,17060000,
94.0997,17065000,
94.0265,17070000,
94.0311,17075000,
94.1272,17080000,
94.1684,17085000,
94.0082,17090000,
94.0906,17095000,
94.1318,17100000,
94.2691,17105000,
93.8664,17110000,
94.1272,17115000,
94.0082,17120000,
94.1592,17125000,
94.2004,17130000,
94.0082,17135000,
93.9808,17140000,
94.0311,17145000,
93.9762,17150000,
94.2691,17155000,
94.1272,17160000,
94.1089,17165000,
94.1409,17170000,
94.1089,17175000,
94.0357,17180000,
94.0357,17185000,
94.0128,17190000,
94.0814,17195000,
93.9121,17200000,
94.4841,17205000,
94.1135,17210000,
94.0723,17215000,
94.0952,17220000,
93.9808,17225000,
94.1592,17230000,
93.9396,17235000,
94.2965,17240000,
94.0082,17245000,
94.1180,17250000,
94.2691,17255000,
94.3194,17260000,
94.0220,17265000,
93.9259,17270000,
94.1226,17275000,
94.1043,17280000,
93.9533,17285000,
94.0174,17290000,
94.1364,17295000,
94.1684,17300000,
94.2462,17305000,
94.0952,17310000,
93.9671,17315000,
94.0952,17320000,
93.9854,17325000,
94.2096,17330000,
94.0677,17335000,
93.8893,17340000,
94.2187,17345000,
94.0357,17350000,
94.3468,17355000,
94.1958,17360000,
94.0265,17365000,
94.1501,17370000,
93.9716,17375000,
94.0586,17380000,
94.1821,17385000,
94.0494,17390000,
94.0677,17395000,
94.2370,17400000,
94.3880,17405000,
94.0631,17410000,
94.2050,17415000,
94.0540,17420000,
94.2004,17425000,
94.0860,17430000,
94.0174,17435000,
94.2096,17440000,
94.0723,17445000,
93.9945,17450000,
94.3972,17455000,
94.1318,17460000,
94.1958,17465000,
94.0357,17470000,
94.0128,17475000,
94.1501,17480000,
94.0403,17485000,
93.9899,17490000,
93.9716,17495000,
94.2507,17500000,
94.3240,17505000,
94.2324,17510000,
94.0357,17515000,
94.0174,17520000,
94.1180,17525000,
94.1318,17530000,
94.1913,17535000,
94.2050,17540000,
93.9625,17545000,
94.2691,17550000,
94.4292,17555000,
94.0860,17560000,
94.1592,17565000,
94.3285,17570000,
94.0357,17575000,
94.1867,17580000,
94.0952,17585000,
94.0540,17590000,
94.0357,17595000,
94.2004,17600000,
94.4383,17605000,
94.1913,17610000,
94.0174,17615000,
94.0860,17620000,
94.0448,17625000,
94.2141,17630000,
94.0906,17635000,
94.1318,17640000,
93.9762,17645000,
94.0174,17650000,
94.4887,17655000,
94.1272,17660000,
94.2462,17665000,
94.1043,17670000,
94.2004,17675000,
93.9442,17680000,
94.0997,17685000,
94.0403,17690000,
94.0357,17695000,
94.0357,17700000,
94.4521,17705000,
94.2782,17710000,
94.2782,17715000,
94.1226,17720000,
94.1043,17725000,
94.1867,17730000,
94.2004,17735000,
94.3972,17740000,
94.1135,17745000,
94.1638,17750000,
94.3285,17755000,
94.1318,17760000,
94.1867,17765000,
93.9762,17770000,
94.0540,17775000,
94.1226,17780000,
94.1638,17785000,
93.9671,17790000,
94.0814,17795000,
93.9854,17800000,
94.2416,17805000,
94.0860,17810000,
93.8481,17815000,
94.0540,17820000,
94.1180,17825000,
94.0814,17830000,
93.8572,17835000,
93.9899,17840000,
94.0448,17845000,
94.0906,17850000,
94.1867,17855000,
94.1638,17860000,
94.0220,17865000,
93.9991,17870000,
94.0311,17875000,
94.1730,17880000,
94.1592,17885000,
94.1592,17890000,
94.1455,17895000,
94.0128,17900000,
94.4292,17905000,
94.1958,17910000,
94.1089,17915000,
94.0723,17925000,
94.6259,17930000,
93.9121,17935000,
94.0311,17940000,
95.0606,17945000,
94.9600,17950000,
94.5024,17955000,
94.2187,17960000,
94.1180,17965000,
94.1913,17970000,
93.7474,17975000,
94.1913,17980000,
94.0174,17985000,
93.9808,17990000,
94.1730,17995000,
94.0540,18000000,
94.4658,18005000,
94.0265,18010000,
94.0403,18015000,
94.0814,18020000,
93.9808,18025000,
94.1547,18030000,
93.9350,18035000,
94.0906,18040000,
94.0220,18045000,
94.0265,18050000,
94.2645,18055000,
94.1592,18060000,
94.0814,18065000,
94.1455,18070000,
94.1089,18075000,
94.0403,18080000,
94.1089,18085000,
94.0997,18090000,
94.0540,18095000,
94.2599,18100000,
94.2324,18105000,
94.1226,18110000,
94.2187,18115000,
93.8801,18120000,
94.0952,18125000,
93.9167,18130000,
94.0631,18135000,
94.1775,18140000,
93.8527,18145000,
93.9854,18150000,
94.3468,18155000,
93.9305,18160000,
93.9305,18165000,
94.1592,18170000,
93.9945,18175000,
94.0220,18180000,
94.2187,18185000,
94.0037,18190000,
94.2141,18195000,
94.2324,18200000,
94.3743,18205000,
94.0769,18210000,
94.1180,18215000,
94.0403,18220000,
93.9533,18225000,
94.1043,18230000,
94.3194,18235000,
94.1958,18240000,
94.2645,18245000,
94.2279,18250000,
94.2645,18255000,
94.1318,18260000,
93.9305,18265000,
93.9579,18270000,
94.3194,18275000,
94.0540,18280000,
94.1821,18285000,
94.3148,18290000,
94.1913,18295000,
94.0174,18300000,
94.3011,18305000,
94.0540,18310000,
94.1547,18315000,
94.0357,18320000,
93.9488,18325000,
93.9808,18330000,
94.0220,18335000,
94.1547,18340000,
94.0997,18345000,
93.9945,18350000,
94.4612,18355000,
94.2736,18360000,
94.0769,18365000,
94.1592,18370000,
94.3011,18375000,
93.9579,18380000,
93.9671,18385000,
94.0814,18390000,
94.1180,18395000,
94.0860,18400000,
94.3560,18405000,
94.0586,18410000,
93.9350,18415000,
94.0037,18420000,
93.9030,18425000,
94.0997,18430000,
94.1180,18435000,
94.1867,18440000,
94.0220,18445000,
93.9396,18450000,
94.2873,18455000,
94.2645,18460000,
94.2233,18465000,
93.9488,18470000,
94.2873,18475000,
94.0586,18480000,
94.2004,18485000,
94.2004,18490000,
93.9945,18495000,
94.1775,18500000,
94.4383,18505000,
94.0677,18510000,
93.9533,18515000,
94.0494,18520000,
93.8664,18525000,
94.0631,18530000,
93.9671,18535000,
94.0403,18540000,
94.0814,18545000,
94.0631,18550000,
94.4017,18555000,
93.9030,18560000,
94.0357,18565000,
93.9991,18570000,
94.1272,18575000,
94.0311,18580000,
94.0311,18585000,
94.2370,18590000,
94.1547,18595000,
94.0403,18600000,
94.4200,18605000,
94.0357,18610000,
94.3606,18615000,
94.2187,18620000,
93.9579,18625000,
94.2141,18630000,
94.1730,18635000,
94.3102,18640000,
94.0128,18645000,
94.0265,18650000,
94.3834,18655000,
94.1867,18660000,
94.0586,18665000,
94.1913,18670000,
93.9899,18675000,
93.9945,18680000,
94.2507,18685000,
94.2279,18690000,
94.1226,18695000,
94.2324,18700000,
94.4429,18705000,
94.2553,18710000,
94.2187,18715000,
94.0586,18720000,
93.9213,18725000,
94.2324,18730000,
94.1455,18735000,
94.0631,18740000,
94.0860,18745000,
94.1592,18750000,
94.4612,18755000,
94.0723,18760000,
94.2324,18765000,
94.0037,18770000,
94.0357,18775000,
94.1409,18780000,
94.1180,18785000,
94.1501,18790000,
94.1501,18795000,
94.2187,18800000,
94.2599,18805000,
94.0586,18810000,
93.9167,18815000,
94.1226,18820000,
94.2965,18825000,
94.2004,18830000,
94.1913,18835000,
94.1867,18840000,
94.1501,18845000,
94.0997,18850000,
94.2233,18855000,
94.1043,18860000,
94.2004,18865000,
94.1913,18870000,
94.1272,18875000,
94.2096,18880000,
94.3102,18885000,
94.2004,18890000,
94.1592,18895000,
94.4887,18900000,
94.4429,18905000,
94.1409,18910000,
94.1592,18915000,
94.1089,18920000,
94.1638,18925000,
94.1089,18930000,
94.2279,18935000,
94.3331,18940000,
94.3285,18945000,
93.9991,18950000,
94.4566,18955000,
94.0723,18960000,
94.0174,18965000,
94.0860,18970000,
94.1592,18975000,
93.9579,18980000,
94.1364,18985000,
94.1958,18990000,
94.2782,18995000,
94.0082,19000000,
94.2965,19005000,
94.1089,19010000,
94.2691,19015000,
94.0860,19020000,
94.0997,19025000,
94.2096,19030000,
94.1867,19035000,
94.0769,19040000,
94.0265,19045000,
94.1318,19050000,
94.3148,19055000,
94.2050,19060000,
94.1364,19065000,
94.0677,19070000,
94.1638,19075000,
94.1913,19080000,
94.0769,19085000,
94.0540,19090000,
94.1547,19095000,
94.1913,19100000,
94.4338,19105000,
94.0174,19110000,
94.2553,19115000,
94.0952,19120000,
94.1592,19125000,
93.9533,19130000,
93.9625,19135000,
94.2233,19140000,
94.0677,19145000,
94.0311,19150000,
94.2324,19155000,
94.0952,19160000,
94.0631,19165000,
94.0174,19170000,
94.0723,19175000,
93.9762,19180000,
94.1135,19185000,
94.1135,19190000,
94.0265,19195000,
94.1775,19200000,
94.4246,19205000,
94.4795,19210000,
94.0952,19215000,
94.1547,19220000,
94.0586,19225000,
94.1043,19230000,
93.9259,19235000,
94.0860,19240000,
94.2233,19245000,
94.9325,19250000,
93.6879,19255000,
94.1958,19260000,
92.5715,19265000,
94.0311,19270000,
94.2645,19275000,
94.0403,19280000,
94.1913,19285000,
93.8710,19290000,
94.0952,19295000,
94.0357,19300000,
94.4887,19305000,
94.1364,19310000,
94.2736,19315000,
94.1089,19320000,
94.0769,19325000,
94.1501,19330000,
93.9991,19335000,
94.0220,19340000,
93.9991,19345000,
94.0814,19350000,
94.3972,19355000,
93.9899,19360000,
94.0906,19365000,
94.0769,19370000,
94.0723,19375000,
94.1455,19380000,
94.1409,19385000,
93.9671,19390000,
94.0586,19395000,
94.0311,19400000,
94.3194,19405000,
94.0128,19410000,
94.1592,19415000,
94.1684,19420000,
94.2324,19425000,
94.2004,19430000,
93.9899,19435000,
94.0174,19440000,
94.0128,19445000,
93.9945,19450000,
94.4155,19455000,
94.1913,19460000,
94.0311,19465000,
94.1089,19470000,
93.9213,19475000,
94.2782,19480000,
94.1867,19485000,
94.0814,19490000,
94.0494,19495000,
94.0037,19500000,
94.3926,19505000,
94.1501,19510000,
94.1318,19515000,
94.0952,19520000,
94.2050,19525000,
94.2141,19530000,
94.1867,19535000,
94.1501,19540000,
93.9442,19545000,
94.1409,19550000,
94.5665,19555000,
94.1409,19560000,
94.2004,19565000,
94.2919,19570000,
93.9076,19575000,
94.3880,19580000,
94.0357,19585000,
94.0265,19590000,
93.9854,19595000,
94.0082,19600000,
94.5299,19605000,
94.2004,19610000,
94.1089,19615000,
94.0586,19620000,
94.1958,19625000,
94.0220,19630000,
93.9442,19635000,
94.1272,19640000,
94.1364,19645000,
94.0540,19650000,
94.6168,19655000,
94.0586,19660000,
94.1364,19665000,
94.0997,19670000,
93.9213,19675000,
94.1272,19680000,
93.9488,19685000,
94.1501,19690000,
93.9030,19695000,
94.1318,19700000,
94.7403,19705000,
94.0265,19710000,
93.9991,19715000,
94.2141,19720000,
94.1501,19725000,
94.1501,19730000,
94.0128,19735000,
94.1730,19740000,
94.0814,19745000,
94.2782,19750000,
94.8318,19755000,
94.1318,19760000,
94.1684,19765000,
94.1455,19770000,
94.0677,19775000,
94.1547,19780000,
94.1180,19785000,
94.1913,19790000,
94.0037,19795000,
94.1364,19800000,
95.1842,19805000,
93.9533,19810000,
94.2141,19815000,
94.2233,19820000,
94.0586,19825000,
93.9121,19830000,
94.0631,19835000,
94.0586,19840000,
94.1409,19845000,
94.0723,19850000,
95.3443,19855000,
93.8984,19860000,
93.8801,19865000,
93.9213,19870000,
93.9213,19875000,
94.2050,19880000,
94.3056,19885000,
93.9899,19890000,
93.9808,19895000,
93.9762,19900000,
95.8888,19905000,
93.5919,19910000,
93.6605,19915000,
93.5461,19920000,
93.8481,19925000,
93.6422,19930000,
93.7337,19935000,
93.7337,19940000,
93.7886,19945000,
93.8115,19950000,
95.6417,19955000,
93.7245,19960000,
93.7291,19965000,
93.6147,19970000,
93.7978,19975000,
94.0769,19980000,
94.1775,19985000,
94.1043,19990000,
94.1043,19995000,
93.9167,20000000,
95.1704,20005000,
93.9488,20010000,
94.0037,20015000,
93.9213,20020000,
93.8984,20025000,
94.0769,20030000,
94.2736,20035000,
94.2462,20040000,
94.1592,20045000,
94.0037,20050000,
95.0698,20055000,
94.3148,20060000,
93.9030,20065000,
94.1867,20070000,
94.0814,20075000,
94.0906,20080000,
93.9213,20085000,
94.0540,20090000,
93.8572,20095000,
94.0631,20100000,
94.7998,20105000,
94.2279,20110000,
94.1226,20115000,
94.0494,20120000,
94.1272,20125000,
94.0357,20130000,
93.8938,20135000,
94.1592,20140000,
94.1867,20145000,
94.0952,20150000,
94.1958,20155000,
94.0403,20160000,
94.3148,20165000,
94.1364,20170000,
94.1089,20175000,
94.0631,20180000,
94.0631,20185000,
94.0357,20190000,
94.1180,20195000,
94.0723,20200000,
94.3468,20205000,
94.1592,20210000,
94.0860,20215000,
93.8984,20220000,
93.9625,20225000,
94.1592,20230000,
93.9076,20235000,
93.8847,20240000,
94.1867,20245000,
94.0540,20250000,
94.3651,20255000,
94.0540,20260000,
94.0311,20265000,
94.0174,20270000,
94.1501,20275000,
93.9533,20280000,
94.0082,20285000,
93.9945,20290000,
94.1547,20295000,
94.1318,20300000,
94.1958,20305000,
94.0448,20310000,
94.2645,20315000,
93.9762,20320000,
94.0082,20325000,
94.0128,20330000,
94.0037,20335000,
94.0357,20340000,
94.3331,20345000,
94.0037,20350000,
94.3834,20355000,
93.9899,20360000,
94.0906,20365000,
93.9716,20370000,
94.0586,20375000,
94.1730,20380000,
94.2096,20385000,
94.1547,20390000,
94.1180,20395000,
94.0448,20400000,
94.2553,20405000,
94.0082,20410000,
94.0082,20415000,
94.1089,20420000,
94.0265,20425000,
94.1180,20430000,
94.1913,20435000,
94.3606,20440000,
94.1501,20445000,
94.1135,20450000,
94.4246,20455000,
94.2828,20460000,
94.2919,20465000,
93.9945,20470000,
93.9442,20475000,
94.5848,20485000,
94.6397,20490000,
94.1592,20495000,
93.9808,20500000,
94.4383,20505000,
94.0997,20510000,
94.1638,20515000,
94.1547,20520000,
94.8593,20525000,
94.0174,20530000,
94.9462,20535000,
94.1364,20540000,
93.8572,20545000,
94.3697,20550000,
94.4063,20555000,
94.0174,20560000,
94.1775,20565000,
94.2873,20570000,
94.2370,20575000,
93.9076,20580000,
93.9488,20585000,
94.0494,20590000,
94.1043,20595000,
93.9991,20600000,
94.3468,20605000,
93.9854,20610000,
94.3011,20615000,
94.1364,20620000,
94.0265,20625000,
94.0494,20630000,
94.0403,20635000,
94.0540,20640000,
94.1592,20645000,
94.0128,20650000,
94.4383,20655000,
94.2096,20660000,
94.2370,20665000,
94.0906,20670000,
94.1958,20675000,
94.1455,20680000,
94.0723,20685000,
94.0769,20690000,
94.0220,20695000,
94.1318,20700000,
94.3606,20705000,
93.9030,20710000,
94.1501,20715000,
94.0769,20720000,
94.3194,20725000,
94.0952,20730000,
94.0311,20735000,
93.9213,20740000,
93.9442,20745000,
93.9899,20750000,
94.3606,20755000,
94.1547,20760000,
94.1684,20765000,
93.9762,20770000,
94.1089,20775000,
94.0906,20780000,
94.1821,20785000,
94.0265,20790000,
94.1501,20795000,
94.1043,20800000,
94.3377,20805000,
94.1180,20810000,
94.3423,20815000,
93.9899,20820000,
94.1272,20825000,
94.0265,20830000,
94.2004,20835000,
94.0128,20840000,
94.0174,20845000,
94.1547,20850000,
94.4841,20855000,
94.0037,20860000,
93.9991,20865000,
94.0723,20870000,
94.1180,20875000,
94.2828,20880000,
93.9808,20885000,
94.0357,20890000,
94.1638,20895000,
93.9121,20900000,
94.4566,20905000,
94.1730,20910000,
93.9167,20915000,
94.1272,20920000,
94.1180,20925000,
94.1135,20930000,
94.0586,20935000,
94.0082,20940000,
94.1455,20945000,
94.0586,20950000,
94.4292,20955000,
94.1272,20960000,
94.0128,20965000,
94.0311,20970000,
94.1684,20975000,
94.0952,20980000,
94.2919,20985000,
94.0814,20990000,
93.9625,20995000,
94.1501,21000000,
94.3377,21005000,
94.1043,21010000,
94.0265,21015000,
94.0814,21020000,
93.9899,21025000,
94.0906,21030000,
94.0311,21035000,
94.0403,21040000,
94.0220,21045000,
94.0220,21050000,
94.5024,21055000,
94.2965,21060000,
94.1455,21065000,
93.9259,21070000,
94.2050,21075000,
