CONV_VALUE (V),TIMESTAMP (us)
94.0723,7080000,
93.9167,7085000,
93.9991,7090000,
93.9945,7095000,
94.1226,7100000,
94.2279,7105000,
94.0357,7110000,
94.1501,7115000,
94.0037,7120000,
94.1730,7125000,
94.0906,7130000,
93.9350,7135000,
94.0860,7140000,
93.9396,7145000,
94.1043,7150000,
94.4292,7155000,
93.9213,7160000,
94.1135,7165000,
94.0448,7170000,
94.0494,7175000,
94.1135,7180000,
94.0769,7185000,
94.0128,7190000,
94.0814,7195000,
93.9533,7200000,
94.2736,7205000,
94.2782,7210000,
94.0448,7215000,
93.9305,7220000,
94.0906,7225000,
94.1089,7230000,
94.0357,7235000,
94.1318,7240000,
94.2141,7245000,
93.9671,7250000,
94.3148,7255000,
94.1043,7260000,
93.9625,7265000,
93.8664,7270000,
94.1684,7275000,
94.1913,7280000,
94.1501,7285000,
94.0174,7290000,
94.2462,7295000,
93.9808,7300000,
94.2873,7305000,
93.9899,7310000,
93.9625,7315000,
94.0952,7320000,
94.0723,7325000,
93.9991,7330000,
94.0586,7335000,
94.0037,7340000,
94.0311,7345000,
94.1913,7350000,
94.3331,7355000,
93.9076,7360000,
94.0403,7365000,
94.1318,7370000,
94.2507,7375000,
93.9167,7380000,
94.0952,7385000,
94.0448,7390000,
93.9030,7395000,
94.1867,7400000,
94.2645,7405000,
93.9488,7410000,
94.0952,7415000,
94.0677,7420000,
94.2462,7425000,
94.0128,7430000,
94.2096,7435000,
93.9579,7440000,
93.9396,7445000,
94.0128,7450000,
94.2691,7455000,
93.9305,7460000,
94.1089,7465000,
94.1226,7470000,
94.2965,7475000,
93.9808,7480000,
93.9076,7485000,
94.0631,7490000,
93.9945,7495000,
94.1318,7500000,
94.4017,7505000,
94.0814,7510000,
94.0723,7515000,
93.9350,7520000,
94.0128,7525000,
94.1775,7530000,
94.0769,7535000,
94.0220,7540000,
93.9671,7545000,
94.0586,7550000,
94.3514,7555000,
94.1135,7560000,
94.2416,7565000,
94.0540,7570000,
94.0174,7575000,
94.0997,7580000,
94.0997,7585000,
94.1958,7590000,
94.0494,7595000,
93.9350,7600000,
94.2782,7605000,
94.0128,7610000,
93.9396,7615000,
94.1592,7620000,
94.0403,7625000,
94.0311,7630000,
93.9625,7635000,
94.1958,7640000,
94.0174,7645000,
94.2599,7650000,
94.2873,7655000,
94.1364,7660000,
93.9167,7665000,
94.0814,7670000,
93.8481,7675000,
94.1867,7685000,
93.2716,7690000,
93.9442,7695000,
94.0769,7700000,
94.3468,7705000,
94.0265,7710000,
94.3056,7715000,
94.8868,7720000,
93.9716,7725000,
94.0082,7730000,
93.4043,7735000,
94.0082,7740000,
94.1272,7745000,
94.0082,7750000,
94.3148,7755000,
94.0448,7760000,
94.0448,7765000,
93.9213,7770000,
93.9991,7775000,
94.1226,7780000,
94.1958,7785000,
94.0037,7790000,
93.9121,7795000,
94.0082,7800000,
94.2553,7805000,
94.1135,7810000,
93.9716,7815000,
94.1913,7820000,
93.9991,7825000,
93.9991,7830000,
94.1501,7835000,
94.0952,7840000,
94.1821,7845000,
94.1272,7850000,
94.3331,7855000,
93.9488,7860000,
93.8572,7865000,
93.8435,7870000,
93.9442,7875000,
94.0631,7880000,
93.8710,7885000,
93.9945,7890000,
94.1180,7895000,
93.8481,7900000,
94.2141,7905000,
94.0586,7910000,
94.0128,7915000,
93.9488,7920000,
94.0082,7925000,
94.0082,7930000,
94.0586,7935000,
94.0540,7940000,
93.8435,7945000,
94.0220,7950000,
94.4338,7955000,
94.0082,7960000,
93.9488,7965000,
94.3194,7970000,
94.1364,7975000,
94.0403,7980000,
93.9945,7985000,
93.9625,7990000,
94.1592,7995000,
93.9625,8000000,
94.4246,8005000,
93.8069,8010000,
94.1226,8015000,
93.9991,8020000,
94.0357,8025000,
93.9716,8030000,
93.8938,8035000,
94.0311,8040000,
94.0403,8045000,
94.0860,8050000,
94.2416,8055000,
94.0586,8060000,
94.1913,8065000,
93.9350,8070000,
93.9259,8075000,
93.9671,8080000,
94.1547,8085000,
93.9350,8090000,
94.0174,8095000,
94.0494,8100000,
94.3560,8105000,
94.0357,8110000,
94.2416,8115000,
94.1638,8120000,
94.1180,8125000,
94.0540,8130000,
94.3468,8135000,
94.1409,8140000,
94.0311,8145000,
93.9213,8150000,
94.2279,8155000,
94.0448,8160000,
93.9167,8165000,
94.0448,8170000,
94.0403,8175000,
94.0037,8180000,
94.0540,8185000,
94.0311,8190000,
93.9762,8195000,
94.0769,8200000,
94.2370,8205000,
94.1592,8210000,
93.9396,8215000,
94.0860,8220000,
93.8801,8225000,
93.9854,8230000,
94.0631,8235000,
93.8298,8240000,
94.0906,8245000,
94.2187,8250000,
94.2233,8255000,
94.1180,8260000,
94.0723,8265000,
93.9396,8270000,
94.0997,8275000,
94.2187,8280000,
93.8527,8285000,
94.0814,8290000,
94.0540,8295000,
94.0997,8300000,
94.3056,8305000,
94.2233,8310000,
94.0631,8315000,
94.0174,8320000,
93.9762,8325000,
93.9899,8330000,
93.9671,8335000,
93.9305,8340000,
93.8801,8345000,
94.1089,8350000,
94.2324,8355000,
94.0494,8360000,
93.9945,8365000,
94.1547,8370000,
93.9625,8375000,
93.9213,8380000,
93.8938,8385000,
93.9808,8390000,
94.1547,8395000,
94.2050,8400000,
94.3880,8405000,
94.0403,8410000,
94.1775,8415000,
94.0540,8420000,
94.1913,8425000,
93.9167,8430000,
93.9442,8435000,
94.0403,8440000,
93.9716,8445000,
93.9808,8450000,
94.2050,8455000,
94.0952,8460000,
94.0037,8465000,
94.1730,8470000,
94.1958,8475000,
94.0082,8480000,
94.2553,8485000,
94.0586,8490000,
94.0265,8495000,
93.9442,8500000,
94.2919,8505000,
93.9854,8510000,
93.9625,8515000,
94.1455,8520000,
94.0769,8525000,
93.9442,8530000,
94.2599,8535000,
94.1409,8540000,
94.1043,8545000,
94.0082,8550000,
94.3423,8555000,
94.0128,8560000,
94.1547,8565000,
94.0677,8570000,
93.9671,8575000,
94.1318,8580000,
94.2691,8585000,
93.9533,8590000,
93.9579,8595000,
94.1089,8600000,
94.1043,8605000,
94.0494,8610000,
94.0540,8615000,
93.9259,8620000,
94.1180,8625000,
93.9808,8630000,
94.0997,8635000,
94.1730,8640000,
93.9533,8645000,
94.1226,8650000,
94.2096,8655000,
94.0494,8660000,
94.0265,8665000,
94.2004,8670000,
93.9716,8675000,
94.0357,8680000,
94.1958,8685000,
94.0082,8690000,
94.0860,8695000,
93.9213,8700000,
94.4155,8705000,
93.9625,8710000,
93.9213,8715000,
94.3651,8720000,
94.1043,8725000,
93.9899,8730000,
93.9808,8735000,
93.8618,8740000,
94.1775,8745000,
94.0997,8750000,
94.3880,8755000,
94.1455,8760000,
94.1272,8765000,
94.0723,8770000,
94.0540,8775000,
94.0952,8780000,
94.1135,8785000,
94.0265,8790000,
94.0357,8795000,
93.9076,8800000,
94.2919,8805000,
94.0082,8810000,
93.9808,8815000,
94.0677,8820000,
93.9716,8825000,
94.0128,8830000,
94.0265,8835000,
94.1272,8840000,
94.0037,8845000,
93.9030,8850000,
94.3011,8855000,
94.0220,8860000,
94.0128,8865000,
94.0174,8870000,
94.0037,8875000,
93.9625,8880000,
94.0174,8885000,
94.1043,8890000,
94.0265,8895000,
94.0403,8900000,
94.2828,8905000,
94.0448,8910000,
93.9762,8915000,
94.0631,8920000,
93.9991,8925000,
94.1364,8930000,
93.9899,8935000,
94.0082,8940000,
94.0265,8945000,
93.9121,8950000,
94.2004,8955000,
94.2096,8960000,
94.6671,8965000,
94.1272,8970000,
93.9533,8975000,
93.9808,8980000,
94.0037,8985000,
94.0494,8990000,
93.9396,8995000,
94.1226,9000000,
94.3651,9005000,
94.1272,9010000,
93.9121,9015000,
93.9442,9020000,
94.1089,9025000,
94.0952,9030000,
94.0037,9035000,
93.9716,9040000,
94.0311,9045000,
94.1318,9050000,
94.3743,9055000,
94.1867,9060000,
94.0037,9065000,
94.1089,9070000,
94.0357,9075000,
93.9716,9080000,
93.9396,9085000,
94.2370,9090000,
93.9899,9095000,
94.1455,9100000,
94.3468,9105000,
94.0814,9110000,
94.0814,9115000,
93.9259,9120000,
93.9899,9125000,
93.8893,9130000,
94.0586,9135000,
94.0357,9140000,
94.1821,9145000,
94.1318,9150000,
94.3194,9155000,
94.3102,9160000,
94.0860,9165000,
94.1455,9170000,
94.0082,9175000,
94.1135,9180000,
94.0448,9185000,
94.2233,9190000,
93.9442,9195000,
94.0952,9200000,
94.3285,9205000,
94.1455,9210000,
93.9030,9215000,
94.1364,9220000,
94.1775,9225000,
94.0814,9230000,
94.1409,9235000,
94.0448,9240000,
94.0723,9245000,
93.9396,9250000,
94.2233,9255000,
94.0494,9260000,
94.0220,9265000,
94.0586,9270000,
94.0997,9275000,
93.9716,9280000,
94.1913,9285000,
94.1364,9290000,
94.0631,9295000,
94.0540,9300000,
94.3789,9305000,
94.0814,9310000,
94.0677,9315000,
94.0769,9320000,
94.2050,9325000,
94.0723,9330000,
94.1730,9335000,
94.2187,9340000,
94.0311,9345000,
93.9899,9350000,
94.4383,9355000,
94.0448,9360000,
94.0494,9365000,
94.0997,9370000,
94.0586,9375000,
94.0128,9380000,
94.0128,9385000,
94.1272,9390000,
94.0311,9395000,
94.0769,9400000,
94.5482,9405000,
93.9808,9410000,
94.0769,9415000,
94.0448,9420000,
94.0494,9425000,
94.0631,9430000,
94.1821,9435000,
94.1547,9440000,
94.0448,9445000,
94.0906,9450000,
94.3148,9455000,
94.0403,9460000,
94.0220,9465000,
94.0769,9470000,
93.8664,9475000,
94.0860,9480000,
94.1958,9485000,
94.2096,9490000,
93.9579,9495000,
93.9854,9500000,
94.4475,9505000,
94.0540,9510000,
94.1821,9515000,
93.9762,9520000,
94.1043,9525000,
94.1821,9530000,
94.1684,9535000,
94.2462,9540000,
93.9716,9545000,
93.9442,9550000,
94.3926,9555000,
94.0403,9560000,
94.2462,9565000,
94.0403,9570000,
94.2050,9575000,
94.0860,9580000,
94.2279,9585000,
94.0265,9590000,
93.9625,9595000,
94.1730,9600000,
94.3331,9605000,
94.1089,9610000,
93.9396,9615000,
94.1592,9620000,
93.9716,9625000,
94.1455,9630000,
93.9488,9635000,
93.8389,9640000,
93.9716,9645000,
94.2416,9650000,
94.3056,9655000,
94.0174,9660000,
93.8893,9665000,
93.9579,9670000,
94.0677,9675000,
94.0952,9680000,
94.0174,9685000,
94.1226,9690000,
93.9945,9695000,
93.9579,9700000,
94.1821,9705000,
94.1730,9710000,
94.1775,9715000,
93.8755,9720000,
94.0860,9725000,
94.0220,9730000,
94.1638,9735000,
94.1226,9740000,
94.1089,9745000,
93.9579,9750000,
93.9671,9755000,
94.1272,9760000,
93.9945,9765000,
93.7978,9770000,
93.9259,9775000,
93.9854,9780000,
94.0311,9785000,
94.0174,9790000,
94.0174,9795000,
94.0128,9800000,
94.3880,9805000,
94.1730,9810000,
93.9991,9815000,
93.9121,9820000,
94.1592,9825000,
94.0128,9830000,
93.8344,9835000,
93.9716,9840000,
93.9442,9845000,
94.0860,9850000,
94.2645,9855000,
93.9716,9860000,
94.2141,9865000,
93.9076,9870000,
94.1592,9875000,
93.9350,9880000,
94.1089,9885000,
94.1730,9890000,
93.9579,9895000,
93.9442,9900000,
94.3011,9905000,
94.0174,9910000,
94.0357,9915000,
94.0174,9920000,
94.1089,9925000,
93.9854,9930000,
93.8847,9935000,
94.1455,9940000,
94.0220,9945000,
94.2599,9950000,
94.2782,9955000,
94.1272,9960000,
93.9762,9965000,
94.0586,9970000,
94.1135,9975000,
94.0586,9980000,
93.8389,9985000,
94.0448,9990000,
94.0952,9995000,
93.8938,10000000,
94.4338,10005000,
94.0037,10010000,
94.0448,10015000,
93.9991,10020000,
94.1501,10025000,
93.9488,10030000,
93.9899,10035000,
94.0952,10040000,
93.9488,10045000,
94.1913,10050000,
94.3148,10055000,
93.9533,10060000,
94.0082,10065000,
94.0540,10070000,
94.1272,10075000,
94.0631,10080000,
93.8389,10085000,
94.0082,10090000,
94.0540,10095000,
94.1409,10100000,
94.3606,10105000,
94.3468,10110000,
94.0448,10115000,
94.0265,10120000,
94.0952,10125000,
94.0128,10130000,
94.0631,10135000,
94.1501,10140000,
93.9625,10145000,
94.2645,10150000,
94.2599,10155000,
94.0677,10160000,
93.9671,10165000,
94.1547,10170000,
94.0311,10175000,
94.1592,10180000,
94.0997,10185000,
94.0586,10190000,
94.1226,10195000,
94.0357,10200000,
94.3651,10205000,
94.1089,10210000,
94.0997,10215000,
93.9991,10220000,
94.1547,10225000,
93.9396,10230000,
93.9030,10235000,
94.4933,10245000,
93.7566,10250000,
94.3789,10255000,
94.3606,10260000,
93.9579,10265000,
94.0220,10270000,
93.9213,10275000,
94.1272,10280000,
93.9167,10285000,
94.3514,10290000,
94.2233,10295000,
94.1455,10300000,
94.3102,10305000,
94.5939,10310000,
94.2187,10315000,
94.2004,10320000,
93.8984,10325000,
94.1226,10330000,
94.0174,10335000,
94.0403,10340000,
93.9579,10345000,
94.0403,10350000,
94.2324,10355000,
93.9991,10360000,
94.1638,10365000,
94.0631,10370000,
94.0540,10375000,
93.9808,10380000,
93.8389,10385000,
94.1867,10390000,
94.0311,10395000,
94.1775,10400000,
94.3423,10405000,
94.1501,10410000,
93.9762,10415000,
94.2096,10420000,
93.9945,10425000,
94.0082,10430000,
94.0448,10435000,
93.9167,10440000,
94.0952,10445000,
94.3240,10450000,
94.2324,10455000,
94.0494,10460000,
94.0952,10465000,
94.1821,10470000,
94.1638,10475000,
94.0082,10480000,
94.0723,10485000,
93.9259,10490000,
94.0037,10495000,
94.0814,10500000,
94.3377,10505000,
93.9762,10510000,
94.1318,10515000,
94.0265,10520000,
94.0769,10525000,
94.1043,10530000,
94.2691,10535000,
93.9991,10540000,
94.1364,10545000,
93.9579,10550000,
94.4109,10555000,
94.1455,10560000,
94.0357,10565000,
93.9991,10570000,
94.0265,10575000,
94.1501,10580000,
94.1547,10585000,
94.0311,10590000,
94.1958,10595000,
94.0311,10600000,
94.5527,10605000,
94.0037,10610000,
93.9808,10615000,
93.9808,10620000,
94.0448,10625000,
93.9442,10630000,
94.0174,10635000,
93.9030,10640000,
93.9396,10645000,
94.1547,10650000,
94.5756,10655000,
94.0128,10660000,
94.1409,10665000,
94.2096,10670000,
94.1180,10675000,
94.0448,10680000,
93.9167,10685000,
94.1913,10690000,
94.1135,10695000,
94.1684,10700000,
94.5573,10705000,
94.1730,10710000,
94.0677,10715000,
94.0586,10720000,
94.1638,10725000,
94.1364,10730000,
94.1180,10735000,
94.0631,10740000,
94.0723,10745000,
94.1821,10750000,
94.4612,10755000,
94.2187,10760000,
94.1180,10765000,
93.8755,10770000,
94.1547,10775000,
94.2324,10780000,
94.0952,10785000,
93.9442,10790000,
94.2462,10795000,
93.9671,10800000,
94.6442,10805000,
94.2050,10810000,
94.0814,10815000,
94.0814,10820000,
94.1821,10825000,
94.2645,10830000,
93.9762,10835000,
94.2507,10840000,
94.1318,10845000,
94.0403,10850000,
94.3926,10855000,
94.0265,10860000,
94.0631,10865000,
94.1180,10870000,
94.1409,10875000,
94.0631,10880000,
93.9076,10885000,
94.0037,10890000,
94.1272,10895000,
94.2324,10900000,
94.5482,10905000,
93.8984,10910000,
93.9213,10915000,
93.9899,10920000,
94.0952,10925000,
93.9121,10930000,
93.9991,10935000,
93.9808,10940000,
94.1226,10945000,
93.8252,10950000,
94.7815,10955000,
93.9442,10960000,
94.0311,10965000,
93.9579,10970000,
93.9899,10975000,
94.2141,10980000,
94.0174,10985000,
93.9488,10990000,
94.0997,10995000,
94.1592,11000000,
94.8959,11005000,
93.8481,11010000,
94.2370,11015000,
93.8435,11020000,
94.0494,11025000,
94.2004,11030000,
93.9488,11035000,
93.9762,11040000,
94.0677,11045000,
93.9625,11050000,
94.7952,11055000,
93.9442,11060000,
93.7795,11065000,
94.1913,11070000,
94.0952,11075000,
93.8435,11080000,
94.0037,11085000,
93.9213,11090000,
94.1501,11095000,
93.9579,11100000,
94.9417,11105000,
93.8984,11110000,
94.2050,11115000,
94.1226,11120000,
94.0769,11125000,
94.1730,11130000,
94.0082,11135000,
93.8069,11140000,
94.2645,11145000,
93.9121,11150000,
94.9279,11155000,
93.9121,11160000,
94.1226,11165000,
94.1592,11170000,
93.9533,11175000,
94.1638,11180000,
94.0540,11185000,
93.9442,11190000,
93.9305,11195000,
93.8527,11200000,
94.8456,11205000,
94.0037,11210000,
93.9076,11215000,
94.0769,11220000,
93.9625,11225000,
93.7795,11230000,
93.9121,11235000,
93.9625,11240000,
93.8847,11245000,
94.0128,11250000,
94.7495,11255000,
93.9259,11260000,
93.9808,11265000,
93.8481,11270000,
93.7886,11275000,
93.9762,11280000,
94.0860,11285000,
94.1867,11290000,
94.0631,11295000,
94.0220,11300000,
94.7358,11305000,
94.0311,11310000,
93.9442,11315000,
93.7062,11320000,
94.1226,11325000,
94.3194,11330000,
94.0540,11335000,
94.0860,11340000,
94.0906,11345000,
94.1364,11350000,
94.5161,11355000,
94.0265,11360000,
94.1043,11365000,
94.2187,11370000,
94.2324,11375000,
94.1135,11380000,
94.0814,11385000,
94.0357,11390000,
94.2965,11395000,
94.2645,11400000,
94.4887,11405000,
94.1409,11410000,
94.0631,11415000,
94.0220,11420000,
93.8252,11425000,
94.2828,11430000,
94.1043,11435000,
94.0631,11440000,
94.0860,11445000,
93.9213,11450000,
94.6076,11455000,
94.1913,11460000,
94.2141,11465000,
94.0037,11470000,
94.0128,11475000,
94.1775,11480000,
93.9213,11485000,
94.0814,11490000,
94.0403,11495000,
94.0769,11500000,
94.2873,11505000,
93.9899,11510000,
94.0174,11515000,
94.0082,11520000,
94.0403,11525000,
94.1226,11530000,
94.9783,11535000,
94.0860,11540000,
94.1547,11545000,
94.1455,11550000,
94.3834,11555000,
93.9808,11560000,
94.3240,11565000,
94.0997,11570000,
94.1638,11575000,
94.1867,11580000,
94.1180,11585000,
94.2462,11590000,
94.0631,11595000,
94.0631,11600000,
94.4155,11605000,
94.1592,11610000,
94.1409,11615000,
94.0082,11620000,
93.9945,11625000,
93.8344,11630000,
94.1958,11635000,
94.0631,11640000,
94.0220,11645000,
94.0631,11650000,
94.3651,11655000,
93.9854,11660000,
93.9396,11665000,
94.0952,11670000,
93.9121,11675000,
93.9396,11680000,
93.9488,11685000,
94.0037,11690000,
93.9121,11695000,
94.1135,11700000,
94.2233,11705000,
94.0997,11710000,
93.8572,11715000,
94.0586,11720000,
93.8755,11725000,
94.0540,11730000,
93.9808,11735000,
94.0220,11740000,
93.9579,11745000,
94.1867,11750000,
94.3056,11755000,
93.9945,11760000,
94.1318,11765000,
94.0265,11770000,
94.0128,11775000,
94.1409,11780000,
94.0723,11785000,
93.9625,11790000,
94.0677,11795000,
94.1226,11800000,
94.2782,11805000,
94.0540,11810000,
93.9762,11815000,
94.2507,11820000,
94.0906,11825000,
93.9671,11830000,
93.9808,11835000,
94.0723,11840000,
94.0220,11845000,
94.0037,11850000,
94.3011,11855000,
94.0128,11860000,
94.0220,11865000,
94.0311,11870000,
94.2004,11875000,
94.0540,11880000,
94.0311,11885000,
94.0494,11890000,
94.0357,11895000,
94.1730,11900000,
94.2873,11905000,
94.1180,11910000,
94.0082,11915000,
94.3880,11920000,
93.9625,11925000,
94.0265,11930000,
94.0769,11935000,
93.9991,11940000,
94.0037,11945000,
94.1226,11950000,
94.2691,11955000,
94.1272,11960000,
94.0814,11965000,
93.9259,11970000,
94.2507,11975000,
94.2187,11980000,
94.0265,11985000,
94.0357,11990000,
94.0448,11995000,
94.0082,12000000,
94.2965,12005000,
94.0677,12010000,
93.8893,12015000,
93.9030,12020000,
93.8893,12025000,
94.1043,12030000,
94.1226,12035000,
94.0540,12040000,
94.0494,12045000,
94.0311,12050000,
94.3514,12055000,
94.0952,12060000,
94.0037,12065000,
94.1135,12070000,
93.9625,12075000,
94.0586,12080000,
94.1226,12085000,
93.7703,12090000,
94.0403,12095000,
93.9945,12100000,
94.4109,12105000,
94.0723,12110000,
94.1501,12115000,
94.0448,12120000,
94.2828,12125000,
94.1409,12130000,
93.9442,12135000,
93.9899,12140000,
94.0631,12145000,
94.0860,12150000,
94.3194,12155000,
94.3285,12160000,
93.9350,12165000,
94.1409,12170000,
94.1180,12175000,
94.1638,12180000,
94.0265,12185000,
94.3468,12190000,
94.0403,12195000,
94.0357,12200000,
94.3606,12205000,
93.8801,12210000,
94.0586,12215000,
93.9945,12220000,
94.2096,12225000,
93.9350,12230000,
94.0906,12235000,
94.0311,12240000,
93.9945,12245000,
94.0677,12250000,
94.3148,12255000,
93.9762,12260000,
94.0128,12265000,
94.2050,12270000,
94.1364,12275000,
94.0631,12280000,
94.0997,12285000,
93.9808,12290000,
94.1226,12295000,
94.2736,12300000,
94.1547,12305000,
93.9991,12310000,
94.1821,12315000,
94.1501,12320000,
93.9991,12325000,
94.2507,12330000,
93.9533,12335000,
94.0814,12340000,
94.0220,12345000,
93.9899,12350000,
94.2599,12355000,
93.9671,12360000,
94.1501,12365000,
94.2462,12370000,
93.9488,12375000,
94.1089,12380000,
94.0540,12385000,
94.0037,12390000,
93.8984,12395000,
94.1501,12400000,
94.2324,12405000,
94.1684,12410000,
93.9121,12415000,
94.0082,12420000,
93.9030,12425000,
94.0448,12430000,
94.1592,12435000,
93.9259,12440000,
94.0082,12445000,
94.2828,12450000,
94.2965,12455000,
94.0677,12460000,
94.1455,12465000,
94.1180,12470000,
93.9991,12475000,
94.1501,12480000,
94.3834,12485000,
93.8847,12490000,
94.0128,12495000,
94.0448,12500000,
94.3468,12505000,
94.0997,12510000,
93.9396,12515000,
94.1089,12520000,
94.0494,12525000,
93.9945,12530000,
93.9167,12535000,
94.0540,12540000,
93.9716,12545000,
94.1318,12550000,
94.3194,12555000,
93.9716,12560000,
93.9899,12565000,
94.0997,12570000,
94.0174,12575000,
93.9762,12580000,
93.9808,12585000,
93.9945,12590000,
94.0677,12595000,
93.9854,12600000,
94.3834,12605000,
94.1409,12610000,
94.3560,12615000,
93.9488,12620000,
94.0631,12625000,
94.0540,12630000,
94.1043,12635000,
94.1409,12640000,
94.0037,12645000,
94.0586,12650000,
94.3423,12655000,
94.0997,12660000,
94.1592,12665000,
94.3972,12670000,
94.1089,12675000,
94.0769,12680000,
93.9808,12685000,
94.1821,12690000,
94.0723,12695000,
94.1226,12700000,
94.2965,12705000,
94.0769,12710000,
94.0037,12715000,
94.1958,12720000,
93.9945,12725000,
94.0220,12730000,
94.0448,12735000,
94.0403,12740000,
93.9762,12745000,
93.9396,12750000,
94.4338,12755000,
94.3331,12760000,
93.9991,12765000,
94.1501,12770000,
93.9488,12775000,
94.0769,12780000,
94.0997,12785000,
94.0952,12790000,
94.0311,12795000,
94.9142,12805000,
94.7083,12810000,
94.1180,12815000,
93.9854,12820000,
94.2279,12825000,
93.8206,12830000,
94.0906,12835000,
94.0906,12840000,
94.1272,12845000,
94.0311,12850000,
94.3651,12855000,
93.9350,12860000,
94.0814,12865000,
94.2050,12870000,
93.9991,12875000,
94.0860,12880000,
93.9579,12885000,
93.8893,12890000,
94.1272,12895000,
94.0586,12900000,
94.4017,12905000,
94.0128,12910000,
94.2736,12915000,
93.9305,12920000,
94.0448,12925000,
94.1043,12930000,
93.9945,12935000,
94.1089,12940000,
94.0220,12945000,
94.0723,12950000,
94.2873,12955000,
94.0403,12960000,
94.0677,12965000,
93.9259,12970000,
94.1043,12975000,
93.9350,12980000,
94.1089,12985000,
93.9808,12990000,
94.0128,12995000,
94.1318,13000000,
94.2553,13005000,
94.0860,13010000,
94.1730,13015000,
93.9442,13020000,
94.1272,13025000,
94.2599,13030000,
93.9121,13035000,
94.0952,13040000,
94.0814,13045000,
93.9991,13050000,
94.3514,13055000,
94.0769,13060000,
94.2873,13065000,
94.0220,13070000,
94.0448,13075000,
94.1958,13080000,
94.1272,13085000,
94.0082,13090000,
93.9625,13095000,
94.0997,13100000,
94.2370,13105000,
93.9488,13110000,
94.2141,13115000,
94.0952,13120000,
93.8893,13125000,
94.0220,13130000,
94.1135,13135000,
93.9442,13140000,
94.1684,13145000,
93.9579,13150000,
94.2553,13155000,
94.1272,13160000,
93.9808,13165000,
94.0814,13170000,
93.9808,13175000,
94.0311,13180000,
94.0494,13185000,
94.0540,13190000,
93.8755,13195000,
93.9991,13200000,
94.3926,13205000,
94.0448,13210000,
94.0494,13215000,
94.0128,13220000,
94.1821,13225000,
94.1821,13230000,
93.9533,13235000,
94.0677,13240000,
94.1364,13245000,
94.1913,13250000,
94.1821,13255000,
93.9762,13260000,
93.9762,13265000,
93.7978,13270000,
94.0586,13275000,
93.9671,13280000,
94.0311,13285000,
94.0952,13290000,
94.1409,13295000,
94.0860,13300000,
94.4704,13305000,
94.0448,13310000,
94.0082,13315000,
93.9488,13320000,
93.9396,13325000,
93.8389,13330000,
93.9808,13335000,
94.0265,13340000,
94.1272,13345000,
94.0906,13350000,
94.4429,13355000,
94.0906,13360000,
94.0952,13365000,
93.9945,13370000,
94.0586,13375000,
94.0723,13380000,
94.1135,13385000,
94.0677,13390000,
93.9945,13395000,
94.1318,13400000,
94.3423,13405000,
94.0311,13410000,
93.9167,13415000,
94.1730,13420000,
94.0082,13425000,
93.9671,13430000,
93.8710,13435000,
93.9945,13440000,
93.9991,13445000,
94.1501,13450000,
94.3331,13455000,
94.2233,13460000,
94.0357,13465000,
94.1409,13470000,
94.0403,13475000,
94.0769,13480000,
94.0997,13485000,
94.1501,13490000,
94.2324,13495000,
93.9442,13500000,
94.2782,13505000,
94.2553,13510000,
93.9899,13515000,
94.0906,13520000,
94.1364,13525000,
93.9899,13530000,
94.0860,13535000,
94.1180,13540000,
94.0082,13545000,
94.0220,13550000,
94.3834,13555000,
94.1043,13560000,
93.9396,13565000,
94.1089,13570000,
93.9808,13575000,
93.9716,13580000,
94.1089,13585000,
93.9442,13590000,
94.0174,13595000,
93.9625,13600000,
94.2279,13605000,
94.2507,13610000,
94.0769,13615000,
94.1180,13620000,
93.9305,13625000,
94.0814,13630000,
94.0311,13635000,
93.9671,13640000,
94.0677,13645000,
94.0860,13650000,
94.4017,13655000,
94.0540,13660000,
94.1272,13665000,
94.0997,13670000,
93.9396,13675000,
94.1272,13680000,
94.1547,13685000,
94.0631,13690000,
94.0769,13695000,
94.0997,13700000,
94.3834,13705000,
93.9396,13710000,
93.9533,13715000,
94.1958,13720000,
93.9671,13725000,
94.0997,13730000,
94.1821,13735000,
94.3743,13740000,
94.0952,13745000,
93.9305,13750000,
94.4383,13755000,
94.1135,13760000,
94.0082,13765000,
93.9625,13770000,
93.9442,13775000,
94.0814,13780000,
94.0128,13785000,
94.1958,13790000,
94.2141,13795000,
93.9533,13800000,
94.4475,13805000,
93.9350,13810000,
93.9808,13815000,
94.0174,13820000,
94.1821,13825000,
93.9625,13830000,
93.7749,13835000,
93.9671,13840000,
93.9762,13845000,
94.1638,13850000,
94.2141,13855000,
94.0906,13860000,
94.0814,13865000,
94.0494,13870000,
94.1409,13875000,
94.2782,13880000,
93.9442,13885000,
93.9945,13890000,
94.0769,13895000,
93.9671,13900000,
94.3148,13905000,
94.1455,13910000,
94.0128,13915000,
94.0814,13920000,
93.9533,13925000,
94.0494,13930000,
94.0723,13935000,
94.0997,13940000,
94.1913,13945000,
94.0540,13950000,
94.2462,13955000,
94.0448,13960000,
94.0769,13965000,
93.9945,13970000,
94.1364,13975000,
94.0631,13980000,
93.9854,13985000,
93.9488,13990000,
94.0174,13995000,
94.1730,14000000,
94.3606,14005000,
94.1867,14010000,
94.0906,14015000,
93.9396,14020000,
93.9579,14025000,
94.1455,14030000,
94.0906,14035000,
94.1043,14040000,
93.9671,14045000,
93.9305,14050000,
94.3377,14055000,
93.9533,14060000,
93.9854,14065000,
94.0128,14070000,
94.0723,14075000,
